Creation date of BOM:;26/08/2021 12:42:46;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Design name:;ADC418AI12;;;;;;;;;;;;;;;;;;;;
Destination name:;ADC418AI12_DDR8Gb;;;;;;;;;;;;;;;;;;;;
Schematic Doc No.:;A2.C775-6410.7_PCB_BA0_AA_SCMVA;;;;;;;;;;;;;;;;;;;;
Reference;CompID;ReusedComp;ECDM Nomenclature;Value;tolerance;ud_PosTolerance;ud_NegTolerance;Part Name;Part Number NPP;Part Number CSE;Part Number Global;packageName;Variation;VariationItem;Module name;Module reference;Module;Module mode;Module number;Function Code;Component Group
C14066; .cmp1945;;C CER,C0G,180pF,1%,50V,C0402,Sn;180p;;1%;1%;A2C40006744;A2C4000674400;A2C4000674400;A2C4000674400;0402_06_m01a;;;;;;;;PS_PMIC_SUC_VR5510;
C14067; .cmp2052;;C CER,X7R,1uF,10%,25V,0603,Sn,SOFT TERMINATION;1u;;10%;10%;A2C00277700;A2C0027770000;A2C0027770000;A2C0027770000;0603_m01a;;;;;;;;PS_PMIC_SUC_VR5510;
C14068; .cmp2186;;C CER,X7R,1uF,10%,25V,0603,Sn,SOFT TERMINATION;1u;;10%;10%;A2C00277700;A2C0027770000;A2C0027770000;A2C0027770000;0603_m01a;;;;;;;;PS_PMIC_SUC_VR5510;
C14069; .cmp2175;;C CER,X7R,100nF,10%,16V,0402,-,STANDARD;100n;;10%;10%;A2C02317700;A2C0231770000;A2C0231770000;A2C0231770000;0402_06_m01a;;;;;;;;PS_PMIC_SUC_VR5510;
C14070; .cmp2140;;C CER,X7S,10uF,10%,50V,1210,-,STANDARD,SMD SOLDERING;10u;;10%;10%;A2C04286300;A2C0428630000;A2C0428630000;A2C0428630000;1210_h2700_c01a;;;;;;;;PS_PMIC_SUC_VR5510;
C14071; .cmp1950;;C CER,X7R,100nF,10%,16V,0402,-,STANDARD;100n;;10%;10%;A2C02317700;A2C0231770000;A2C0231770000;A2C0231770000;0402_06_m01a;;;;;;;;PS_PMIC_SUC_VR5510;
C14072; .cmp1912;;C CER,X7S,10uF,10%,50V,1210,-,STANDARD,SMD SOLDERING;10u;;10%;10%;A2C04286300;A2C0428630000;A2C0428630000;A2C0428630000;1210_h2700_c01a;;;;;;;;PS_PMIC_SUC_VR5510;
C14073; .cmp2015;;C CER,X7R,10nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;10n;;10%;10%;A2C03176600;A2C0317660000;A2C0317660000;A2C0317660000;0402_06_m01a;;;;;;;;PS_PMIC_SUC_VR5510;
C14074; .cmp1987;;C CER,X7R,1uF,10%,25V,0603,Sn,SOFT TERMINATION;1u;;10%;10%;A2C00277700;A2C0027770000;A2C0027770000;A2C0027770000;0603_m01a;;;;;;;;PS_PMIC_SUC_VR5510;
C14075; .cmp1932;;C CER,X7S,1uF,10%,10V,0402,-,STANDARD,SMD SOLDERING;1u;;10%;10%;A2C02602100;A2C0260210000;A2C0260210000;A2C0260210000;chip_0402_b1200x0700_h0700_c01a;;;;;;;;PS_PMIC_SUC_VR5510;
C14076; .cmp2063;;C CER,X7R,100nF,10%,16V,0402,-,STANDARD;100n;;10%;10%;A2C02317700;A2C0231770000;A2C0231770000;A2C0231770000;0402_06_m01a;;;;;;;;PS_PMIC_SUC_VR5510;
C14077; .cmp1957;;C CER,X7S,1uF,10%,10V,0402,-,STANDARD,SMD SOLDERING;1u;;10%;10%;A2C02602100;A2C0260210000;A2C0260210000;A2C0260210000;chip_0402_b1200x0700_h0700_c01a;;;;;;;;PS_PMIC_SUC_VR5510;
C14078; .cmp2075;;C CER,X7R,4.7uF,10%,16V,0805,-,STANDARD,SMD SOLDERING;4.7u;;10%;10%;A2C03169500;A2C0316950000;A2C0316950000;A2C0316950000;0805_145_m01a;;;;;;;;PS_PMIC_SUC_VR5510;
C14079; .cmp1978;;C CER,X7R,100nF,10%,16V,0402,-,STANDARD;100n;;10%;10%;A2C02317700;A2C0231770000;A2C0231770000;A2C0231770000;0402_06_m01a;;;;;;;;PS_PMIC_SUC_VR5510;
C14080; .cmp1975;;C CER,X7R,1nF,10%,50V,0603,Sn/++flexible terminations++;1n;;10%;10%;A2C00170600;A2C0017060000;A2C0017060000;A2C0017060000;0603_m01a;;;;;;;;PS_PMIC_SUC_VR5510;
C14081; .cmp1938;;C CER,X7S,2.2uF,10%,6.3V,0603,Sn,STANDARD,SMD SOLDERING;2.2u;;10%;10%;A2C01369500;A2C0136950000;A2C0136950000;A2C0136950000;0603_m01a;;;;;;;;PS_PMIC_SUC_VR5510;
C14082; .cmp2192;;C CER,X7S,2.2uF,10%,6.3V,0603,Sn,STANDARD,SMD SOLDERING;2.2u;;10%;10%;A2C01369500;A2C0136950000;A2C0136950000;A2C0136950000;0603_m01a;;;;;;;;PS_PMIC_SUC_VR5510;
C14085; .cmp2107;;C CER,X7R,100nF,10%,16V,0402,-,SOFT TERMINATION;100n;;10%;10%;A2C01479600;A2C0147960000;A2C0147960000;A2C0147960000;0402_06_m01a;;;;;;;;PS_PMIC_SUC_VR5510;
C17000; .cmp656;;C CER,X7R,100nF,10%,16V,0402,-,SOFT TERMINATION;100n;;10%;10%;A2C01479600;A2C0147960000;A2C0147960000;A2C0147960000;0402_06_m01a;;;;;;;;PS_SWITCH_3V3_TPS2559;
C17008; .cmp670;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;PS_SWITCH_3V3_TPS2559;
C17010; .cmp799;;C CER,X7R,100nF,10%,16V,0402,-,SOFT TERMINATION;100n;;10%;10%;A2C01479600;A2C0147960000;A2C0147960000;A2C0147960000;0402_06_m01a;;;;;;;;PS_SWITCH_3V3_TPS2559;
C17012; .cmp947;;C CER,X7R,22uF,10%,16V,1210,-,STANDARD,SMD SOLDERING;22u;;10%;10%;A2C03730900;A2C0373090000;A2C0373090000;A2C0373090000;1210_h2700_c01a;;;;;;;;PS_SWITCH_3V3_TPS2559;
C17026; .cmp1080;;C CER,X7R,1nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;1n;;10%;10%;A2C02317900;A2C0231790000;A2C0231790000;A2C0231790000;0402_06_m01a;;;;;;;;PS_BUCK_0V9_BD9S200;
C17061; .cmp1077;;C CER,X7R,4.7nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;4.7n;;10%;10%;A2C03176400;A2C0317640000;A2C0317640000;A2C0317640000;0402_06_m01a;;;;;;;;PS_BUCK_0V9_BD9S200;
C17062; .cmp1073;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;PS_BUCK_0V9_BD9S200;
C17063; .cmp1072;;C CER,X7S,0.00001 F,10%,6.3 V,EC_0805,SN,STANDARD,SMD SOLDER;10u;;10%;10%;A2C03945100;A2C0394510000;A2C0394510000;A2C0394510000;0805_145_m01a;;;;;;;;PS_BUCK_0V9_BD9S200;
C17064; .cmp1076;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;PS_BUCK_0V9_BD9S200;
C17065; .cmp1081;;C CER,X7R,22uF,10%,16V,1210,-,STANDARD,SMD SOLDERING;22u;;10%;10%;A2C03730900;A2C0373090000;A2C0373090000;A2C0373090000;1210_h2700_c01a;;;;;;;;PS_BUCK_0V9_BD9S200;
C17066; .cmp1069;;C CER,X7R,22uF,10%,16V,1210,-,STANDARD,SMD SOLDERING;22u;;10%;10%;A2C03730900;A2C0373090000;A2C0373090000;A2C0373090000;1210_h2700_c01a;;;;;;;;PS_BUCK_0V9_BD9S200;
C17069; .cmp887;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;PS_LDO_1V8_NCV8164;
C17070; .cmp885;;C CER,X7S,0.00001 F,10%,6.3 V,EC_0805,SN,STANDARD,SMD SOLDER;10u;;10%;10%;A2C03945100;A2C0394510000;A2C0394510000;A2C0394510000;0805_145_m01a;;;;;;;;PS_LDO_1V8_NCV8164;
C17072; .cmp884;;C CER,X7S,0.00001 F,10%,6.3 V,EC_0805,SN,STANDARD,SMD SOLDER;10u;;10%;10%;A2C03945100;A2C0394510000;A2C0394510000;A2C0394510000;0805_145_m01a;;;;;;;;PS_LDO_1V8_NCV8164;
C17101; .cmp1120;;C CER,X7R,1nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;1n;;10%;10%;A2C02317900;A2C0231790000;A2C0231790000;A2C0231790000;0402_06_m01a;;;;;;;;PS_PMIC_SUC_VR5510;
C17102; .cmp1121;;C CER,X7R,1nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;1n;;10%;10%;A2C02317900;A2C0231790000;A2C0231790000;A2C0231790000;0402_06_m01a;;;;;;;;PS_PMIC_SUC_VR5510;
C17103; .cmp1122;;C CER,X7R,1nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;1n;;10%;10%;A2C02317900;A2C0231790000;A2C0231790000;A2C0231790000;0402_06_m01a;;;;;;;;PS_PMIC_SUC_VR5510;
C21000; .cmp989;;C CER,X7R,100nF,10%,16V,0402,-,SOFT TERMINATION;100n;;10%;10%;A2C01479600;A2C0147960000;A2C0147960000;A2C0147960000;0402_06_m01a;;;;;;;;Com_CAN_TRX_02;
C21001; .cmp991;;C CER,X7R,1uF,10%,25V,0603,Sn,SOFT TERMINATION;1u;;10%;10%;A2C00277700;A2C0027770000;A2C0027770000;A2C0027770000;0603_m01a;;;;;;;;Com_CAN_TRX_02;
C21002; .cmp976;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_CAN_TRX_02;
C21003; .cmp988;;C CER,X7S,1uF,10%,10V,0402,-,STANDARD,SMD SOLDERING;1u;;10%;10%;A2C02602100;A2C0260210000;A2C0260210000;A2C0260210000;chip_0402_b1200x0700_h0700_c01a;;;;;;;;Com_CAN_TRX_02;
C21008; .cmp527;;C CER,X7R,100nF,10%,50V,0603,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C02318800;A2C0231880000;A2C0231880000;A2C0231880000;0603_m01a;;;;;;;;Com_CAN_TRX_01;
C21013; .cmp552;;C CER,X7R,1uF,10%,50V,0805,-,STANDARD;1u;;10%;10%;A2C01324000;A2C0132400000;A2C0132400000;A2C0132400000;0805_m01a;;;;;;;;Com_CAN_TRX_01;
C21014; .cmp513;;C CER,X7R,100nF,10%,50V,0603,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C02318800;A2C0231880000;A2C0231880000;A2C0231880000;0603_m01a;;;;;;;;Com_CAN_TRX_01;
C21026; .cmp547;;C CER,X7R,1uF,10%,25V,0603,Sn,SOFT TERMINATION;1u;;10%;10%;A2C00277700;A2C0027770000;A2C0027770000;A2C0027770000;0603_m01a;;;;;;;;Com_CAN_TRX_01;
C21027; .cmp536;;C CER,X7R,100nF,10%,16V,0402,-,SOFT TERMINATION;100n;;10%;10%;A2C01479600;A2C0147960000;A2C0147960000;A2C0147960000;0402_06_m01a;;;;;;;;Com_CAN_TRX_01;
C21030; .cmp519;;C CER,X7R,4.7nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;4.7n;;10%;10%;A2C03176400;A2C0317640000;A2C0317640000;A2C0317640000;0402_06_m01a;;;;;;;;Com_CAN_AFE_01;
C21033; .cmp498;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_CAN_TRX_01;
C21034; .cmp531;;C CER,X7S,1uF,10%,10V,0402,-,STANDARD,SMD SOLDERING;1u;;10%;10%;A2C02602100;A2C0260210000;A2C0260210000;A2C0260210000;chip_0402_b1200x0700_h0700_c01a;;;;;;;;Com_CAN_TRX_01;
C21040; .cmp632;;C CER,X7R,4.7nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;4.7n;;10%;10%;A2C03176400;A2C0317640000;A2C0317640000;A2C0317640000;0402_06_m01a;;;;;;;;Com_CAN_AFE_02;
C22000; .cmp356;;C CER,X7S,2.2uF,10%,6.3V,0603,Sn,STANDARD,SMD SOLDERING;2.2u;;10%;10%;A2C01369500;A2C0136950000;A2C0136950000;A2C0136950000;0603_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22004; .cmp176;;C CER,X7S,2.2uF,10%,6.3V,0603,Sn,STANDARD,SMD SOLDERING;2.2u;;10%;10%;A2C01369500;A2C0136950000;A2C0136950000;A2C0136950000;0603_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22005; .cmp177;;C CER,X7S,2.2uF,10%,6.3V,0603,Sn,STANDARD,SMD SOLDERING;2.2u;;10%;10%;A2C01369500;A2C0136950000;A2C0136950000;A2C0136950000;0603_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22006; .cmp16;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22007; .cmp5;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22008; .cmp101;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22009; .cmp87;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22010; .cmp98;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22011; .cmp14;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22012; .cmp47;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22013; .cmp111;;C CER,X7S,2.2uF,10%,6.3V,0603,Sn,STANDARD,SMD SOLDERING;2.2u;;10%;10%;A2C01369500;A2C0136950000;A2C0136950000;A2C0136950000;0603_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22014; .cmp19;;C CER,X7S,2.2uF,10%,6.3V,0603,Sn,STANDARD,SMD SOLDERING;2.2u;;10%;10%;A2C01369500;A2C0136950000;A2C0136950000;A2C0136950000;0603_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22015; .cmp318;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22016; .cmp319;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22017; .cmp182;;C CER,X7S,2.2uF,10%,6.3V,0603,Sn,STANDARD,SMD SOLDERING;2.2u;;10%;10%;A2C01369500;A2C0136950000;A2C0136950000;A2C0136950000;0603_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22018; .cmp93;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22019; .cmp65;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22023; .cmp60;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22024; .cmp55;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22025; .cmp82;;C CER,X7S,2.2uF,10%,6.3V,0603,Sn,STANDARD,SMD SOLDERING;2.2u;;10%;10%;A2C01369500;A2C0136950000;A2C0136950000;A2C0136950000;0603_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22026; .cmp92;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22027; .cmp80;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22028; .cmp9;;C CER,X7S,2.2uF,10%,6.3V,0603,Sn,STANDARD,SMD SOLDERING;2.2u;;10%;10%;A2C01369500;A2C0136950000;A2C0136950000;A2C0136950000;0603_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22029; .cmp3;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22030; .cmp90;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22031; .cmp58;;C CER,X7S,2.2uF,10%,6.3V,0603,Sn,STANDARD,SMD SOLDERING;2.2u;;10%;10%;A2C01369500;A2C0136950000;A2C0136950000;A2C0136950000;0603_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22032; .cmp94;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22033; .cmp48;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22034; .cmp41;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22036; .cmp1302;;C CER,X7R,100nF,10%,100V,0603,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03588400;A2C0358840000;A2C0358840000;A2C0358840000;0603_m01a;;;;;;;;COM_ETH_AFE_1000BASET1;
C22037; .cmp178;;C CER,X7S,10uF,10%,50V,1210,-,STANDARD,SMD SOLDERING;10u;;10%;10%;A2C04286300;A2C0428630000;A2C0428630000;A2C0428630000;1210_h2700_c01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22038; .cmp179;;C CER,X7S,2.2uF,10%,6.3V,0603,Sn,STANDARD,SMD SOLDERING;2.2u;;10%;10%;A2C01369500;A2C0136950000;A2C0136950000;A2C0136950000;0603_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22039; .cmp1306;;C CER,X7R,100nF,10%,100V,0603,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03588400;A2C0358840000;A2C0358840000;A2C0358840000;0603_m01a;;;;;;;;COM_ETH_AFE_1000BASET1;
C22040; .cmp1304;;C CER,X7R,4.7nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;4.7n;;10%;10%;A2C03176400;A2C0317640000;A2C0317640000;A2C0317640000;0402_06_m01a;;;;;;;;COM_ETH_AFE_1000BASET1;
C22044; .cmp23;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22045; .cmp27;;C CER,X7S,2.2uF,10%,6.3V,0603,Sn,STANDARD,SMD SOLDERING;2.2u;;10%;10%;A2C01369500;A2C0136950000;A2C0136950000;A2C0136950000;0603_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22046; .cmp78;;C CER,X7S,2.2uF,10%,6.3V,0603,Sn,STANDARD,SMD SOLDERING;2.2u;;10%;10%;A2C01369500;A2C0136950000;A2C0136950000;A2C0136950000;0603_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22047; .cmp45;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22048; .cmp69;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22052; .cmp1336;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22053; .cmp74;;C CER,X7S,2.2uF,10%,6.3V,0603,Sn,STANDARD,SMD SOLDERING;2.2u;;10%;10%;A2C01369500;A2C0136950000;A2C0136950000;A2C0136950000;0603_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22054; .cmp37;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22055; .cmp100;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22057; .cmp648;;C CER,C0G,10pF,0.1pF,50V,0603,-,STANDARD,SMD SOLDERING;10p;;0.1pF;0.1pF;A2C03267200;A2C0326720000;A2C0326720000;A2C0326720000;0603_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22060; .cmp647;;C CER,C0G,10pF,0.1pF,50V,0603,-,STANDARD,SMD SOLDERING;10p;;0.1pF;0.1pF;A2C03267200;A2C0326720000;A2C0326720000;A2C0326720000;0603_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22062; .cmp181;;C CER,X7S,2.2uF,10%,6.3V,0603,Sn,STANDARD,SMD SOLDERING;2.2u;;10%;10%;A2C01369500;A2C0136950000;A2C0136950000;A2C0136950000;0603_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22063; .cmp718;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;MEM_FLASH_NOR_16Mbit;
C22064; .cmp39;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22065; .cmp17;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22068; .cmp68;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22069; .cmp115;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22070; .cmp116;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22071; .cmp117;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22075; .cmp118;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22076; .cmp119;;C CER,X7S,2.2uF,10%,6.3V,0603,Sn,STANDARD,SMD SOLDERING;2.2u;;10%;10%;A2C01369500;A2C0136950000;A2C0136950000;A2C0136950000;0603_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22077; .cmp120;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22078; .cmp121;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
C22079; .cmp125;;C CER,X7R,100nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;100n;;10%;10%;A2C03118800;A2C0311880000;A2C0311880000;A2C0311880000;0402_06_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
